1	882033	13	6	2	2	0	1	NA	NA	NA
1	1232319	3	0	2	2	0	1	NA	NA	NA
1	2272203	4	2	3.48727825896598	3	0	0.512721741034018	3	1	0.487278258965982
1	2586034	9	2	3	2	1	1	NA	NA	NA
1	2629122	9	3	3	2	1	1	NA	NA	NA
1	2629193	6	2	3	2	1	1	NA	NA	NA
1	2629331	8	2	3	2	1	1	NA	NA	NA
1	3423355	9	2	1.06211540697425	1	0	0.937884593025748	1	1	0.062115406974252
1	3785192	25	0	1.3518164902858	1	0	0.648183509714203	1	1	0.351816490285797
1	4487058	4	2	4	4	0	1	NA	NA	NA
1	4579258	7	3	1.29346925683719	1	0	0.706530743162808	1	1	0.293469256837192
1	4619393	8	3	1.29346925683719	1	0	0.706530743162808	1	1	0.293469256837192
1	4683548	11	5	1.29346925683719	1	0	0.706530743162808	1	1	0.293469256837192
1	6681430	27	2	1.52187594823191	1	0	0.478124051768092	1	1	0.521875948231908
1	7044253	15	2	1.52187594823191	1	0	0.478124051768092	1	1	0.521875948231908
1	8427982	8	2	1	1	0	1	NA	NA	NA
1	11101435	6	3	1.49703019409647	1	0	0.502969805903526	1	1	0.497030194096474
1	11584164	29	13	1.26336818471584	1	0	0.736631815284157	1	1	0.263368184715843
1	12023787	25	3	7	7	0	1	NA	NA	NA
1	12987602	400	175	1.28561039066809	1	0	0.714389609331905	1	1	0.285610390668095
1	15510442	5	0	1.20547221200474	1	0	0.794527787995263	1	1	0.205472212004737
1	16723084	6	2	4	4	0	1	NA	NA	NA
1	16736546	11	4	4	4	0	1	NA	NA	NA
1	16894027	13	2	1.35625754700989	1	0	0.643742452990111	1	1	0.356257547009889
1	16914332	1131	129	1.35625754700989	1	0	0.643742452990111	1	1	0.356257547009889
1	16951024	12	4	1.35625754700989	1	0	0.643742452990111	1	1	0.356257547009889
1	16976641	410	57	1.35625754700989	1	0	0.643742452990111	1	1	0.356257547009889
1	16976649	422	61	1.35625754700989	1	0	0.643742452990111	1	1	0.356257547009889
1	17028497	8	2	1.35625754700989	1	0	0.643742452990111	1	1	0.356257547009889
1	17051496	10	2	1.35625754700989	1	0	0.643742452990111	1	1	0.356257547009889
1	17264296	65	24	1.35625754700989	1	0	0.643742452990111	1	1	0.356257547009889
1	17492533	8	2	1	1	0	1	NA	NA	NA
1	17564988	7	2	1	1	0	1	NA	NA	NA
