1	745347	22	4	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	801995	2046	919	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	802026	1575	685	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	851190	4	2	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	870645	8	4	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	899227	25	2	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	980017	13	2	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	989392	24	2	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	1235710	4	0	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	1262812	9	2	3.71124683541799	3	0	0.288753164582006	3	1	0.711246835417994
1	1563789	16	7	3	2	1	1	NA	NA	NA
1	1564194	13	5	3	2	1	1	NA	NA	NA
1	1582880	6	2	3	2	1	1	NA	NA	NA
1	1650575	19	2	3	2	1	1	NA	NA	NA
1	1651047	21	10	3	2	1	1	NA	NA	NA
1	1886519	6	3	3	2	1	1	NA	NA	NA
1	1896315	26	2	3	2	1	1	NA	NA	NA
1	2005740	11	3	5	4	1	1	NA	NA	NA
1	2252191	17	6	5	4	1	1	NA	NA	NA
1	2261113	8	2	5	4	1	1	NA	NA	NA
1	2288747	8	4	5	4	1	1	NA	NA	NA
1	2290288	6	3	5	4	1	1	NA	NA	NA
1	2369286	14	6	5	4	1	1	NA	NA	NA
1	2430318	35	3	5	4	1	1	NA	NA	NA
1	2434606	6	2	5	4	1	1	NA	NA	NA
1	2461611	27	2	5	4	1	1	NA	NA	NA
1	2491230	17	2	5	4	1	1	NA	NA	NA
1	2520500	18	8	5	4	1	1	NA	NA	NA
1	2523993	22	10	5	4	1	1	NA	NA	NA
1	2523999	24	11	5	4	1	1	NA	NA	NA
1	2525660	36	16	5	4	1	1	NA	NA	NA
1	2525665	37	17	5	4	1	1	NA	NA	NA
1	2529437	14	1	5	4	1	1	NA	NA	NA
1	2535613	21	9	5	4	1	1	NA	NA	NA
1	2583695	8	2	3	2	1	1	NA	NA	NA
